% Model:              IceShelf2D_forward.mph
% Version:            COMSOL 6.1.0.282
% Date:               Apr 8 2025, 10:43
% Dimension:          2
% Nodes:              100000
% Expressions:        4
% Description:        Dependent variable u, Dependent variable v, Dependent variable H, given viscosity
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  H (m)                    nu (Pa*s)
13899.999999999998        700                      4.267118543395354E-6     -1.2905576315559138E-7   325.6329016779203        1.8184621392708574E13
14100                     700                      4.312783208381064E-6     -1.3038069429184278E-7   324.99473577616004       1.8205535275851426E13
14300                     700                      4.358869826881368E-6     -1.317032081874841E-7    324.3567296910169        1.8226449158994273E13
14500                     700                      4.405379623860108E-6     -1.3302690317507566E-7   323.7117445589201        1.8247363042137125E13
14700                     700                      4.452314622687129E-6     -1.3434589687422315E-7   323.0708664188552        1.8268276925279977E13
14900                     700                      4.4996774888337396E-6    -1.3566612056374286E-7   322.42301303100163       1.828919080842283E13
15100                     700                      4.547469110376515E-6     -1.3698370366813492E-7   321.7758119335422        1.8310104691565676E13
15300                     700                      4.595691766220202E-6     -1.382985887002904E-7    321.1290460929191        1.833101857470853E13
15500                     700                      4.644347526451889E-6     -1.396141992927506E-7    320.4759126530989        1.835193245785138E13
15700                     700                      4.693437966256663E-6     -1.409256712199797E-7    319.8266676639001        1.837284634099423E13
15900                     700                      4.742964963278257E-6     -1.422375901782578E-7    319.1713830898113        1.839376022413708E13
16100.000000000002        700                      4.792930205936027E-6     -1.4354671334344597E-7   318.5167198653135        1.841467410727993E13
16299.999999999998        700                      4.8433359731761505E-6    -1.4485339494447777E-7   317.86246480465746       1.843558799042278E13
16500                     700                      4.894183341306929E-6     -1.4616021654452074E-7   317.2027439463378        1.8456501873565633E13
16700                     700                      4.945474245300087E-6     -1.4746282641321794E-7   316.5467140810599        1.8477415756708484E13
16900                     700                      4.9972109695468695E-6    -1.4876560670013456E-7   315.8851871572648        1.8498329639851336E13
17100                     700                      5.049394389275106E-6     -1.5006565739708313E-7   315.2245116495245        1.8519243522994184E13
17300                     700                      5.102026554427786E-6     -1.5136289258949185E-7   314.5644987992757        1.8540157406137035E13
17500                     700                      5.155109232618413E-6     -1.526598445640457E-7    313.8995079011729        1.8561071289279883E13
17700                     700                      5.208643915433941E-6     -1.539529482622803E-7    313.23799869269817       1.8581985172422734E13
17900                     700                      5.262632202022136E-6     -1.5524546260590603E-7   312.57186011290054       1.8602899055565586E13
18100                     700                      5.31707563504995E-6      -1.5653505139648915E-7   311.906500747015         1.8623812938708438E13
18300                     700                      5.371976213421558E-6     -1.5782197432136044E-7   311.2417253384974        1.864472682185129E13
18500                     700                      5.427334837520722E-6     -1.5910801916043674E-7   310.57282444705595       1.866564070499414E13
18700                     700                      5.483153278948061E-6     -1.6039004027978952E-7   309.9072150361693        1.868655458813699E13
18900                     700                      5.539433449428425E-6     -1.616712317761454E-7    309.2373595893485        1.870746847127984E13
19100                     700                      5.596176162191408E-6     -1.6294945326803462E-7   308.56851412772545       1.8728382354422688E13
19300                     700                      5.653383208225199E-6     -1.6422459564064476E-7   307.9005072912999        1.874929623756554E13
